#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_016502415.1.fna	JADWNR010000002.1	452815	453880	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_016502415.1.fna	JADWNR010000003.1	136465	137367	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037822(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_016502415.1.fna	JADWNR010000004.1	160552	161088	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_016502415.1.fna	JADWNR010000004.1	161510	161893	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_016502415.1.fna	JADWNR010000004.1	181097	182118	-	(ompA)	1-1037/1062	========/======	7/17	96.14	84.68	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_016502415.1.fna	JADWNR010000006.1	65404	66113	+	(bfmR)	1-710/717	===============	0/0	99.02	85.21	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_016502415.1.fna	JADWNR010000009.1	87230	88579	+	(ABBFA_RS17100)	13-1362/1371	===============	0/0	98.47	80.52	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_016502415.1.fna	JADWNR010000009.1	98405	98982	-	(ABAYE_RS18890)	7-584/615	===============	0/0	93.98	82.18	VFG037974(gb|WP_000919783)	sugar	transferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AYE]	
GCA_016502415.1.fna	JADWNR010000009.1	100270	101610	-	(BJAB07104_RS00505)	1-1341/1341	===============	0/0	100.00	85.91	VFG037990(gb|WP_000705810)	UDP-glucose/GDP-mannose	dehydrogenase family protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_016502415.1.fna	JADWNR010000009.1	101616	102407	-	(BJAB07104_RS00500)	1-792/792	========/======	4/4	99.75	86.27	VFG037975(gb|WP_000567619)	glycosyltransferase	family 2 protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_016502415.1.fna	JADWNR010000009.1	103669	104679	-	(BJAB07104_RS00490)	1-1011/1011	===============	0/0	100.00	87.44	VFG037945(gb|WP_000961495)	glycosyltransferase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_016502415.1.fna	JADWNR010000009.1	105639	107129	-	(BJAB07104_RS00480)	28-1518/1518	========/======	9/22	97.50	81.22	VFG037915(gb|WP_000711197)	oligosaccharide	flippase family protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_016743155.1.fna	CP068253.1	122528	125587	+	(vgrG/tssI)	1-3060/3327	========/=====.	2/4	91.91	81.19	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_016743155.1.fna	CP068253.1	806223	806932	+	(bfmR)	1-710/717	===============	0/0	99.02	85.21	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_016743155.1.fna	CP068253.1	977207	978272	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_016743155.1.fna	CP068253.1	2632527	2632910	-	(pilG)	1-384/384	===============	0/0	100.00	82.55	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_016743155.1.fna	CP068253.1	2652170	2653227	-	(ompA)	1-1046/1071	========/======	7/30	96.83	85.57	VFG038182(gb|WP_000777875)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii D1279779]	
GCA_016743155.1.fna	CP068253.1	3257515	3258867	+	(ABBFA_RS17100)	13-1365/1371	===============	0/0	98.69	81.08	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_016743155.1.fna	CP068253.1	3277550	3278103	-	(A1S_0054)	1-554/579	===============	0/0	95.68	80.69	VFG037928(gb|YP_001083151)	WbbJ	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_016743155.1.fna	CP068253.1	3278100	3278957	-	(A1S_0053)	1-858/858	===============	0/0	100.00	86.60	VFG037913(gb|YP_001083150)	MviM	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_016790125.1.fna	JAEUPO010000008.1	66536	69530	+	(vgrG/tssI)	1-2995/3282	==============.	0/0	91.26	85.01	VFG050912(gb|WP_000898330.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_016790125.1.fna	JAEUPO010000055.1	21448	21984	-	(pilI)	1-537/537	========/======	2/2	99.81	80.11	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_016790125.1.fna	JAEUPO010000055.1	22406	22789	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_016790125.1.fna	JAEUPO010000055.1	42050	43107	-	(ompA)	1-1046/1071	========/======	6/30	96.83	85.19	VFG038176(gb|WP_000777882)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_016790125.1.fna	JAEUPO010000057.1	51012	51876	+	(rfbA)	7-871/873	===============	0/0	99.08	90.17	VFG037938(gb|WP_000104825)	glucose-1-phosphate	thymidylyltransferase RfbA [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii TYTH-1]	
GCA_016790125.1.fna	JAEUPO010000057.1	67067	68418	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.44	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_016790125.1.fna	JAEUPO010000068.1	17020	17729	+	(bfmR)	1-710/717	===============	0/0	99.02	85.78	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_016790125.1.fna	JAEUPO010000106.1	28658	29723	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_018281725.1.fna	CP071973.1	87062	88413	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.14	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_018281725.1.fna	CP071973.1	719496	720529	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_018281725.1.fna	CP071973.1	739736	740119	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_018281725.1.fna	CP071973.1	740541	741077	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_018281725.1.fna	CP071973.1	2582727	2583792	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.25	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_018281725.1.fna	CP071973.1	2751252	2751961	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_018281725.1.fna	CP071973.1	3385176	3388496	-	(vgrG/tssI)	1-3321/3321	===============	0/0	100.00	86.54	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_018336855.1.fna	CP059558.1	104998	108057	+	(vgrG/tssI)	1-3060/3327	==============.	0/0	91.97	80.95	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_018336855.1.fna	CP059558.1	149458	150360	+	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037822(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_018336855.1.fna	CP059558.1	718290	718999	+	(bfmR)	1-710/717	===============	0/0	99.02	84.79	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_018336855.1.fna	CP059558.1	885016	886081	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_018336855.1.fna	CP059558.1	931932	933353	+	(tssC)	61-1482/1482	===============	0/0	95.95	83.90	VFG051070(gb|WP_001066523.1)	type	VI secretion system contractile sheath large subunit [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_018336855.1.fna	CP059558.1	933409	933912	+	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.70	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_018336855.1.fna	CP059558.1	2694354	2694890	-	(pilI)	1-537/537	========/======	2/2	99.81	80.11	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_018336855.1.fna	CP059558.1	2695312	2695695	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_018336855.1.fna	CP059558.1	2714901	2715922	-	(ompA)	1-1037/1062	========/======	7/17	96.14	84.59	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_018336855.1.fna	CP059558.1	3288343	3289701	+	(AB57_RS00570)	13-1371/1371	========/======	2/2	99.05	81.40	VFG038170(gb|WP_000209955)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_018336855.1.fna	CP059558.1	3297566	3298153	-	(BJAB07104_RS00515)	1-588/615	===============	0/0	95.61	81.12	VFG038020(gb|WP_000595803)	sugar	transferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB07104]	
GCA_018336855.1.fna	CP059558.1	3308189	3309053	-	(A1S_0055)	1-865/879	========/======	3/6	98.07	84.56	VFG037943(gb|YP_001083152)	WecE	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_018336855.1.fna	CP059558.1	3309256	3309834	-	(A1S_0054)	1-579/579	===============	0/0	100.00	91.02	VFG037928(gb|YP_001083151)	WbbJ	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_018336855.1.fna	CP059558.1	3309831	3310688	-	(A1S_0053)	1-858/858	===============	0/0	100.00	85.90	VFG037913(gb|YP_001083150)	MviM	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ATCC 17978]	
GCA_021384305.1.fna	JAHNFA010000003.1	121720	125046	+	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.44	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_021384305.1.fna	JAHNFA010000004.1	18211	18920	+	(bfmR)	1-710/717	===============	0/0	99.02	85.49	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_021384305.1.fna	JAHNFA010000015.1	16310	17661	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.21	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_021384305.1.fna	JAHNFA010000016.1	54650	55033	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_021384305.1.fna	JAHNFA010000022.1	33576	34478	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_021384305.1.fna	JAHNFA010000028.1	28808	29855	+	(ompA)	1-1042/1071	========/======	6/24	96.45	84.67	VFG038182(gb|WP_000777875)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii D1279779]	
GCA_021384305.1.fna	JAHNFA010000078.1	4060	5125	-	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_021491935.1.fna	CP090890.1	118651	119228	+	(ABAYE_RS18890)	7-584/615	===============	0/0	93.98	83.91	VFG037974(gb|WP_000919783)	sugar	transferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AYE]	
GCA_021491935.1.fna	CP090890.1	128104	129455	-	(ABBFA_RS17100)	13-1364/1371	========/======	2/2	98.54	81.15	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_021491935.1.fna	CP090890.1	679511	680532	+	(ompA)	1-1037/1062	========/======	7/17	96.14	84.49	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_021491935.1.fna	CP090890.1	699740	700123	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_021491935.1.fna	CP090890.1	700545	701081	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_021491935.1.fna	CP090890.1	2334811	2335876	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.60	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_021491935.1.fna	CP090890.1	2500435	2501144	-	(bfmR)	1-710/717	===============	0/0	99.02	85.21	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_021491935.1.fna	CP090890.1	3076424	3077326	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.20	VFG037822(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii ACICU]	
GCA_022809695.1.fna	CP094445.1	103815	107135	+	(vgrG/tssI)	1-3321/3321	========/======	3/6	99.91	83.18	VFG050922(gb|WP_000898328.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_022809695.1.fna	CP094445.1	733443	734152	+	(bfmR)	1-710/717	===============	0/0	99.02	84.79	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_022809695.1.fna	CP094445.1	898133	899198	-	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_022809695.1.fna	CP094445.1	944771	946192	+	(tssC)	61-1482/1482	===============	0/0	95.95	83.54	VFG051070(gb|WP_001066523.1)	type	VI secretion system contractile sheath large subunit [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii ACICU]	
GCA_022809695.1.fna	CP094445.1	946248	946751	+	(hcp/tssD)	1-504/504	===============	0/0	100.00	87.30	VFG051046(gb|WP_000653195.1)	type	VI secretion system tube protein Hcp [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_022809695.1.fna	CP094445.1	2572141	2572677	-	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_022809695.1.fna	CP094445.1	2573099	2573482	-	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_022809695.1.fna	CP094445.1	2592697	2593718	-	(ompA)	1-1037/1062	========/======	7/17	96.14	84.59	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_022809695.1.fna	CP094445.1	2699118	2699835	-	(pilF)	85-801/801	.=======/======	1/1	89.51	80.22	VFG050418(gb|WP_004738086.1)	type	IV pilus biogenesis/stability protein PilW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_022809695.1.fna	CP094445.1	3147518	3148875	+	(ABBFA_RS17100)	13-1370/1371	===============	0/0	99.05	81.66	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_022809695.1.fna	CP094445.1	3162170	3162835	-	(ABZJ_RS06260)	1-666/708	===============	0/0	94.07	84.38	VFG037980(gb|WP_000580205)	acylneuraminate	cytidylyltransferase family protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii MDR-ZJ06]	
GCA_022809695.1.fna	CP094445.1	3162835	3163896	-	(BJAB0868_RS00505)	1-1062/1062	===============	0/0	100.00	90.02	VFG038007(gb|WP_000617448)	nucleotidyltransferase	family protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0868]	
GCA_022809695.1.fna	CP094445.1	3163889	3164530	-	(ABSDF_RS00345)	1-642/642	===============	0/0	100.00	83.96	VFG037981(gb|WP_000731740)	hypothetical	protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii SDF]	
GCA_022809695.1.fna	CP094445.1	3164531	3165625	-	(ABSDF_RS00340)	1-1095/1095	===============	0/0	100.00	89.31	VFG037966(gb|WP_000576996)	N-acetylneuraminate	synthase family protein [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii SDF]	
GCA_022809695.1.fna	CP094445.1	3165615	3166751	-	(neuC)	1-1137/1137	===============	0/0	100.00	86.37	VFG037935(gb|WP_000717544)	UDP-N-acetylglucosamine	2-epimerase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii MDR-ZJ06]	
GCA_022809695.1.fna	CP094445.1	3166757	3167905	-	(ABSDF_RS00330)	1-1149/1149	===============	0/0	100.00	89.73	VFG037936(gb|WP_000381247)	LegC	family aminotransferase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii SDF]	
GCA_022809695.1.fna	CP094445.1	3167905	3169083	-	(ABSDF_RS00325)	19-1197/1197	===============	0/0	98.50	89.48	VFG037921(gb|WP_000102100)	UDP-N-acetylglucosamine	46-dehydratase [Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii SDF]	
GCA_023973105.1.fna	CP099548.1	86394	87745	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.21	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_023973105.1.fna	CP099548.1	721180	722213	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_023973105.1.fna	CP099548.1	742654	743037	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_023973105.1.fna	CP099548.1	743459	743995	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_023973105.1.fna	CP099548.1	2369184	2370249	+	(pilT)	3-1068/1068	========/======	2/2	99.72	84.07	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
GCA_023973105.1.fna	CP099548.1	2592414	2593123	-	(bfmR)	1-710/717	===============	0/0	99.02	85.07	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_023973105.1.fna	CP099548.1	3237805	3240864	-	(vgrG/tssI)	1-3060/3327	==============.	0/0	91.97	82.94	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_025513885.1.fna	JAHPRN010000003.1	87526	88559	+	(ompA)	1-1037/1062	========/======	4/15	96.80	88.11	VFG038174(gb|WP_000777885)	outer	membrane protein OmpA [OmpA (VF0464)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB0057]	
GCA_025513885.1.fna	JAHPRN010000003.1	107762	108145	+	(pilG)	1-384/384	===============	0/0	100.00	82.81	VFG050623(gb|WP_000389061.1)	twitching	motility response regulator PilG [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_025513885.1.fna	JAHPRN010000003.1	108567	109103	+	(pilI)	1-537/537	========/======	2/2	99.81	80.30	VFG050653(gb|WP_000729762.1)	chemotaxis	protein CheW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii AB0057]	
GCA_025513885.1.fna	JAHPRN010000004.1	101571	102280	-	(bfmR)	1-710/717	===============	0/0	99.02	85.63	VFG038223(gb|WP_000076440)	biofilm-controlling	response regulator [BfmRS (VF0463)_Regulation (VFC0301)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_025513885.1.fna	JAHPRN010000007.1	64095	65446	-	(ABBFA_RS17100)	13-1364/1371	===============	0/0	98.61	81.44	VFG037851(gb|WP_000209932)	phosphomannomutase/phosphoglucomutase	[Capsule (VF0465)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii AB307-0294]	
GCA_025513885.1.fna	JAHPRN010000039.1	16906	17623	+	(pilF)	85-801/801	.=======/======	1/1	89.51	80.08	VFG050418(gb|WP_004738086.1)	type	IV pilus biogenesis/stability protein PilW [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_025513885.1.fna	JAHPRN010000055.1	15304	18630	+	(vgrG/tssI)	1-3327/3327	===============	0/0	100.00	86.41	VFG050929(gb|WP_000898324.1)	type	VI secretion system tip protein VgrG [T6SS (VF1337)_Effector delivery system (VFC0086)]~~~[Acinetobacter baumannii MDR-TJ]	
GCA_025513885.1.fna	JAHPRN010000059.1	7644	8546	-	(lpxC)	1-903/903	========/======	2/2	99.89	80.09	VFG037826(gb|WP_000240700)	UDP-3-O-acyl-N-acetylglucosamine	deacetylase [LPS (VF0466)_Immune modulation (VFC0258)]~~~[Acinetobacter baumannii BJAB0715]	
GCA_025513885.1.fna	JAHPRN010000074.1	5932	6997	+	(pilT)	3-1068/1068	========/======	2/2	99.72	83.97	VFG050395(gb|YP_005797773.1)	type	IV pilus twitching motility protein PilT [TFP (VF1334)_Adherence (VFC0001)]~~~[Acinetobacter baumannii TCDC-AB0715]	
